Data de Emissão:;03/jan/2023
Base de dados:;GENCEL_REL
Matrícula:;e018071

Alimentador.Código do Alimentador;Trecho Primário Aéreo.Identificador do Objeto;Rep. Grafica: Trecho Primário Aéreo.Linha;Rep. Grafica: Trecho Primário Aéreo.Rotação;Trecho Primário Aéreo.Comprimento Estimado;Trecho Primário Aéreo.Quantidade de Cabos por Fase;Trecho Primário Aéreo.Fases Existentes;Tipo de Cabo.Código de cabo;Tipo de Cabo.Reatância Positiva;Tipo de Cabo.Reatância Zero;Tipo de Cabo.Resistência Positiva;Tipo de Cabo.Resistência Zero
ATA02;1448805;LINESTRING (396772.89 6998597.82, 396720.590759289 6998570.55240362);0;58.980779846308;1 - 1;11 - RTS;4 CAA;0.522;1.979;1.598;1.772;
ATA02;1349668;LINESTRING (388021.99 7003426.05, 388006.09 7003415.74);0;18.9500949863171;1 - 1;14 - TRS;4/0 CA;0.424;1.882;0.297;0.476;
ATA02;1303805;LINESTRING (394009.405492538 7017255.15637291, 394206.74 7017326.97);0;209.995487739609;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1432040;LINESTRING (398523.643936726 7009267.89182882, 398537.930066917 7009275.73710336);0;16.2985228912098;1 - 1;11 - RTS;4 CAA;0.522;1.979;1.598;1.772;
ATA02;1434830;LINESTRING (395832.992880462 7014033.33934908, 395885.91 7014087.17);0;75.4848363493071;1 - 1;13 - STR;4 CAA;0.522;1.979;1.598;1.772;
ATA02;1472116;LINESTRING (393304.53 7000860.75, 393314.63 7000839.41);0;23.6094387903052;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1472117;LINESTRING (393314.63 7000839.41, 393329.517257349 7000798.47065556);0;43.5621435950957;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1472118;LINESTRING (393329.517257349 7000798.47065556, 393345.546898459 7000729.4851942);0;70.8233243582031;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1472119;LINESTRING (393345.546898459 7000729.4851942, 393345.684403448 7000685.26872061);0;44.2166873965738;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
ATA02;1472120;LINESTRING (393345.684403448 7000685.26872061, 393311.821783982 7000657.37296333);0;43.8731155873633;1 - 1;3 - T;35 mm2-SP-CAA-25kV-XLPE;0.3913;1.893;0.8528;1.025;
